SEQENCE ID                     TM SP PREDICTION
GLOROS_017384-T1                0  0 o
GLOROS_017384-T2                0  0 o
GLOROS_017385-T1                0  0 o
GLOROS_017386-T1                0  0 o
GLOROS_017387-T1                0  0 o
GLOROS_017388-T1                0  0 o
GLOROS_017389-T1                0  0 o
GLOROS_017390-T1                0  0 o
GLOROS_017390-T2                0  0 o
GLOROS_017391-T1                0  0 o
GLOROS_017392-T1                0  0 i
GLOROS_017393-T1                0  0 o
GLOROS_017394-T1                4  0 i21-45o65-92i104-126o169-195i
GLOROS_017395-T1                2  0 i255-274o280-299i
GLOROS_017395-T2                2  0 i255-274o280-299i
GLOROS_017395-T3                2  0 i255-274o280-299i
GLOROS_017396-T1                1  0 o558-577i
GLOROS_017397-T1                0  0 o
GLOROS_017398-T1                0  0 o
GLOROS_017398-T2                0  0 o
GLOROS_017399-T1                0  0 o
GLOROS_017399-T2                0  0 o
GLOROS_017399-T3                0  0 o
GLOROS_017400-T1                0  0 o
GLOROS_017401-T1                0  0 o
GLOROS_017401-T2                0  0 o
GLOROS_017402-T1                0  0 o
GLOROS_017402-T2                0  0 o
GLOROS_017403-T1                0  0 o
GLOROS_017404-T1                1  0 i56-77o
GLOROS_017405-T1                0  0 o
GLOROS_017406-T1                0  0 o
GLOROS_017407-T1                0  0 o
GLOROS_017408-T1                0  0 o
GLOROS_017409-T1                2  0 i16-39o45-68i
GLOROS_017410-T1                0  Y n2-13c18/19o
GLOROS_017410-T2                0  0 o
GLOROS_017411-T1               10  0 i229-252o272-295i302-322o342-363i375-392o793-811i818-838o844-869i890-914o920-947i
GLOROS_017411-T2                8  0 i229-252o272-295i302-322o342-363i375-392o793-811i818-838o844-869i
GLOROS_017412-T1                0  0 o
GLOROS_017413-T1                0  0 o
GLOROS_017413-T2                0  0 o
GLOROS_017414-T1                0  Y n4-11c16/17o
GLOROS_017414-T2                0  0 o
GLOROS_017414-T3                0  0 o
GLOROS_017415-T1                0  0 i
GLOROS_017416-T1                0  0 o
GLOROS_017417-T1                0  0 o
GLOROS_017418-T1                0  0 o
GLOROS_017419-T1                0  0 o
GLOROS_017420-T1                0  0 o
GLOROS_017421-T1                0  0 o
GLOROS_017421-T2                0  0 o
GLOROS_017422-T1                0  0 i
GLOROS_017423-T1                0  0 i
GLOROS_017423-T2                0  0 o
GLOROS_017423-T3                0  0 i
GLOROS_017424-T1                0  0 o
GLOROS_017425-T1                0  0 o
GLOROS_017426-T1                0  0 o
GLOROS_017427-T1                0  0 o
GLOROS_017428-T1                0  0 o
GLOROS_017429-T1                0  0 o
GLOROS_017429-T2                0  0 o
GLOROS_017430-T1                1  0 o6-26i
GLOROS_017431-T1                0  0 o
GLOROS_017432-T1                0  0 o
GLOROS_017433-T1                0  0 o
GLOROS_017434-T1                0  0 o
GLOROS_017435-T1                0  0 o
GLOROS_017435-T2                0  0 o
GLOROS_017436-T1                1  0 o124-143i
GLOROS_017437-T1                0  0 o
GLOROS_017438-T1                0  0 o
GLOROS_017439-T1                0  0 i
GLOROS_017440-T1                0  0 o
GLOROS_017441-T1                0  0 o
GLOROS_017442-T1                0  0 o
GLOROS_017443-T1                0  0 o
GLOROS_017444-T1                1  0 o59-80i
GLOROS_017445-T1                0  0 o
GLOROS_017445-T2                0  0 o
GLOROS_017445-T3                0  0 o
GLOROS_017446-T1                2  0 o18-39i51-75o
GLOROS_017447-T1                0  Y n5-16c22/23o
GLOROS_017448-T1                1  Y n2-12c16/17o32-58i
GLOROS_017449-T1                0  0 o
GLOROS_017450-T1                0  0 o
GLOROS_017451-T1                0  0 o
GLOROS_017452-T1                0  0 o
GLOROS_017453-T1                0  0 o
GLOROS_017454-T1                0  0 o
GLOROS_017455-T1                0  0 o
GLOROS_017456-T1                0  Y n8-19c28/29o
GLOROS_017456-T2                0  Y n8-19c28/29o
GLOROS_017457-T1                0  Y n7-18c23/24o
GLOROS_017458-T1                0  0 o
GLOROS_017459-T1                0  0 i
GLOROS_017460-T1                1  0 i107-126o
GLOROS_017461-T1                0  Y n8-19c25/26o
GLOROS_017462-T1                0  0 o
GLOROS_017463-T1                1  Y n17-28c37/38o47-65i
GLOROS_017464-T1                0  Y n15-23c28/29o
GLOROS_017465-T1                0  Y n8-19c25/26o
GLOROS_017465-T2                0  Y n8-19c25/26o
GLOROS_017466-T1                0  0 i
GLOROS_017467-T1                0  0 o
GLOROS_017468-T1                0  0 o
GLOROS_017469-T1                1  0 o190-211i
GLOROS_017470-T1                0  0 o
GLOROS_017471-T1                0  0 i
GLOROS_017472-T1                0  0 o
GLOROS_017473-T1                0  0 o
GLOROS_017473-T2                0  0 i
GLOROS_017474-T1                0  0 o
GLOROS_017474-T2                0  0 o
GLOROS_017475-T1                0  Y n5-16c24/25o
GLOROS_017476-T1                0  Y n7-18c26/27o
GLOROS_017476-T2                0  Y n7-18c26/27o
GLOROS_017476-T3                0  Y n7-18c26/27o
GLOROS_017477-T1                0  0 o
GLOROS_017478-T1                0  0 o
GLOROS_017479-T1                0  0 o
GLOROS_017479-T2                0  0 o
GLOROS_017480-T1                0  0 o
GLOROS_017481-T1                0  0 o
GLOROS_017482-T1                0  0 o
GLOROS_017483-T1                0  0 o
GLOROS_017484-T1                1  0 i159-179o
GLOROS_017485-T1                0  0 o
GLOROS_017485-T2                0  0 i
GLOROS_017486-T1                0  0 o
GLOROS_017487-T1                0  0 o
GLOROS_017488-T1                0  0 o
GLOROS_017488-T2                0  0 o
GLOROS_017489-T1                8  0 o22-41i53-84o109-129i241-259o265-283i362-384o404-427i439-457o
GLOROS_017490-T1                1  Y n5-16c22/23o445-469i
GLOROS_017490-T2                1  Y n5-16c22/23o445-469i
GLOROS_017491-T1                0  0 o
GLOROS_017492-T1                4  0 o304-330i556-578o598-621i633-651o
GLOROS_017492-T2                4  Y n8-15c20/21o209-235i461-483o503-526i538-556o
GLOROS_017493-T1                4  0 i7-25o45-63i84-104o136-154i
GLOROS_017494-T1                0  0 i
GLOROS_017495-T1                0  0 o
GLOROS_017496-T1                0  0 o
GLOROS_017497-T1                0  0 o
GLOROS_017498-T1                7  0 o36-58i70-93o113-131i152-172o207-225i305-324o344-368i
GLOROS_017499-T1               13  0 o6-24i45-67o87-104i124-147o153-175i187-206o237-255i267-288o330-355i376-398o404-426i438-458o478-498i
GLOROS_017500-T1                0  0 o
GLOROS_017501-T1                1  Y n3-13c17/18o33-53i
GLOROS_017501-T2                0  Y n21-30c34/35o
GLOROS_017502-T1                0  0 o
GLOROS_017503-T1                0  Y n2-9c21/22o
GLOROS_017504-T1                1  0 i245-261o
GLOROS_017504-T2                1  0 i204-220o
GLOROS_017505-T1                0  0 o
GLOROS_017506-T1                0  0 o
GLOROS_017506-T2                0  0 o
GLOROS_017506-T3                0  0 o
GLOROS_017507-T1                0  0 o
GLOROS_017508-T1                0  0 o
GLOROS_017508-T2                0  0 o
GLOROS_017509-T1                0  0 o
GLOROS_017509-T2                0  0 o
GLOROS_017509-T3                0  0 o
GLOROS_017509-T4                0  0 o
GLOROS_017509-T5                0  0 o
GLOROS_017509-T6                0  0 o
GLOROS_017509-T7                0  0 o
GLOROS_017509-T8                0  0 o
GLOROS_017509-T9                0  0 o
GLOROS_017510-T1                0  0 o
GLOROS_017510-T2                0  0 o
GLOROS_017511-T1                0  0 o
GLOROS_017512-T1                0  0 o
GLOROS_017513-T1                0  0 o
GLOROS_017514-T1                0  Y n4-15c19/20o
GLOROS_017515-T1                3  0 o237-262i274-291o297-314i
GLOROS_017515-T2                3  0 o143-168i180-197o203-220i
GLOROS_017516-T1                2  0 i71-87o93-110i
GLOROS_017517-T1                0  0 o
GLOROS_017518-T1                0  0 o
GLOROS_017519-T1                0  0 o
GLOROS_017520-T1                0  0 o
GLOROS_017521-T1                0  0 o
GLOROS_017522-T1                0  0 o
GLOROS_017523-T1                0  0 o
GLOROS_017523-T2                0  0 o
GLOROS_017523-T3                0  0 o
GLOROS_017523-T4                0  0 o
GLOROS_017524-T1                2  0 i111-132o659-681i
GLOROS_017524-T2                1  0 i111-132o
GLOROS_017524-T3                1  0 i111-132o
GLOROS_017524-T4                1  0 o25-47i
GLOROS_017525-T1                0  0 o
GLOROS_017525-T2                0  0 i
GLOROS_017526-T1                0  0 o
GLOROS_017526-T2                0  0 o
GLOROS_017527-T1                0  0 o
GLOROS_017528-T1                0  0 o
GLOROS_017529-T1                0  0 o
GLOROS_017530-T1                0  0 o
GLOROS_017531-T1                0  Y n4-15c20/21o
GLOROS_017532-T1                0  0 o
GLOROS_017533-T1                0  0 o
GLOROS_017534-T1                0  0 o
GLOROS_017535-T1                0  Y n5-18c23/24o
GLOROS_017536-T1                0  0 o
GLOROS_017537-T1                1  0 i44-67o
GLOROS_017538-T1                1  0 i84-102o
GLOROS_017538-T2                1  0 i84-102o
GLOROS_017539-T1                0  0 o
GLOROS_017540-T1                1  0 i149-172o
GLOROS_017541-T1                1  0 i15-33o
GLOROS_017542-T1                0  Y n5-16c21/22o
GLOROS_017543-T1                0  0 i
GLOROS_017544-T1                0  0 o
GLOROS_017545-T1                0  0 o
GLOROS_017546-T1                0  0 i
GLOROS_017547-T1                0  0 o
GLOROS_017548-T1                0  0 o
GLOROS_017549-T1                0  0 o
GLOROS_017549-T2                0  0 o
GLOROS_017549-T3                0  0 o
GLOROS_017549-T4                0  0 o
GLOROS_017549-T5                0  0 o
GLOROS_017550-T1                0  0 o
GLOROS_017551-T1                0  Y n4-17c22/23o
GLOROS_017552-T1                0  0 o
GLOROS_017553-T1                0  Y n5-18c23/24o
GLOROS_017554-T1                0  0 o
GLOROS_017555-T1                0  0 o
GLOROS_017555-T2                0  0 o
GLOROS_017556-T1                0  0 o
GLOROS_017557-T1                0  0 o
GLOROS_017558-T1                0  Y n7-18c22/23o
GLOROS_017559-T1                0  0 o
GLOROS_017560-T1                0  0 o
GLOROS_017561-T1                0  0 o
GLOROS_017562-T1                1  0 o62-82i
GLOROS_017563-T1                0  0 o
GLOROS_017564-T1                0  Y n11-23c32/33o
GLOROS_017565-T1                0  0 o
GLOROS_017566-T1                0  Y n2-12c19/20o
GLOROS_017567-T1                0  0 i
GLOROS_017568-T1                0  0 o
GLOROS_017569-T1                0  0 o
GLOROS_017570-T1                0  0 i
GLOROS_017571-T1                0  0 o
GLOROS_017572-T1                0  0 o
GLOROS_017573-T1                0  0 i
GLOROS_017574-T1                0  0 o
GLOROS_017575-T1                0  0 o
GLOROS_017576-T1                0  0 i
GLOROS_017577-T1                0  0 o
GLOROS_017578-T1                0  0 o
GLOROS_017579-T1                0  0 o
GLOROS_017580-T1                0  0 o
GLOROS_017580-T2                0  0 o
GLOROS_017580-T3                0  0 o
GLOROS_017581-T1                0  0 o
GLOROS_017582-T1                0  Y n3-10c15/16o
GLOROS_017583-T1                0  0 o
GLOROS_017584-T1                0  0 i
GLOROS_017585-T1                0  0 o
GLOROS_017586-T1                0  0 o
GLOROS_017587-T1                0  0 o
GLOROS_017588-T1                0  0 o
GLOROS_017589-T1                0  0 o
GLOROS_017590-T1                0  Y n6-17c24/25o
GLOROS_017591-T1                0  0 o
GLOROS_017592-T1                0  0 o
GLOROS_017593-T1                0  0 o
GLOROS_017594-T1                0  0 o
GLOROS_017595-T1                0  0 o
GLOROS_017596-T1                0  0 o
GLOROS_017597-T1                0  0 o
GLOROS_017598-T1                0  0 o
GLOROS_017599-T1                0  0 o
GLOROS_017600-T1                2  0 o55-73i85-108o
GLOROS_017601-T1                0  0 o
GLOROS_017602-T1                0  0 o
GLOROS_017602-T2                0  0 o
GLOROS_017603-T1                0  0 o
GLOROS_017604-T1                0  0 o
GLOROS_017605-T1                0  0 o
GLOROS_017605-T2                0  0 o
GLOROS_017606-T1                0  0 o
GLOROS_017607-T1                0  0 i
GLOROS_017608-T1                0  0 o
GLOROS_017609-T1                0  0 o
GLOROS_017610-T1                0  0 o
GLOROS_017611-T1                0  0 o
GLOROS_017612-T1                0  0 o
GLOROS_017613-T1                0  0 o
GLOROS_017614-T1                0  Y n6-17c22/23o
GLOROS_017614-T2                0  Y n6-17c22/23o
GLOROS_017615-T1                0  0 o
GLOROS_017615-T2                0  0 o
GLOROS_017616-T1                0  0 o
GLOROS_017617-T1                0  0 o
GLOROS_017617-T2                0  0 o
GLOROS_017618-T1                0  0 o
GLOROS_017619-T1                0  0 o
GLOROS_017620-T1                1  0 i24-42o
GLOROS_017621-T1                0  0 o
GLOROS_017622-T1                0  0 o
GLOROS_017623-T1                0  0 o
GLOROS_017624-T1                0  0 o
GLOROS_017625-T1                0  0 o
GLOROS_017626-T1                0  0 o
GLOROS_017627-T1                0  0 o
GLOROS_017628-T1                0  Y n3-14c19/20o
GLOROS_017629-T1                0  0 o
GLOROS_017630-T1                0  0 o
GLOROS_017631-T1                0  0 o
GLOROS_017631-T2                0  0 o
GLOROS_017632-T1                0  0 o
GLOROS_017633-T1                0  0 o
GLOROS_017634-T1                0  0 o
GLOROS_017635-T1                0  0 o
GLOROS_017636-T1                0  0 o
GLOROS_017636-T2                0  0 o
GLOROS_017637-T1                1  0 o18-36i
GLOROS_017638-T1                0  0 o
GLOROS_017639-T1                0  0 o
GLOROS_017640-T1                0  0 o
GLOROS_017641-T1                0  0 o
GLOROS_017641-T2                0  0 o
GLOROS_017642-T1                0  0 o
GLOROS_017643-T1                0  0 o
GLOROS_017644-T1                0  0 o
GLOROS_017645-T1                0  0 o
GLOROS_017646-T1                0  0 o
GLOROS_017647-T1                0  0 o
GLOROS_017647-T2                0  0 o
GLOROS_017648-T1                0  0 i
GLOROS_017649-T1                0  0 o
GLOROS_017650-T1                0  0 o
GLOROS_017651-T1                0  0 o
GLOROS_017652-T1                0  0 o
GLOROS_017653-T1                0  0 o
GLOROS_017654-T1                0  0 o
GLOROS_017655-T1                0  0 o
GLOROS_017656-T1                0  0 o
GLOROS_017657-T1                0  0 o
GLOROS_017658-T1                0  0 o
GLOROS_017658-T2                0  0 o
GLOROS_017659-T1                0  Y n3-11c16/17o
GLOROS_017659-T2                0  0 o
GLOROS_017660-T1                0  0 o
GLOROS_017661-T1                0  0 o
GLOROS_017662-T1                2  0 o364-382i518-536o
GLOROS_017662-T2                2  0 o364-382i520-538o
GLOROS_017663-T1                0  Y n3-14c19/20o
GLOROS_017664-T1                0  0 o
GLOROS_017665-T1                0  0 o
GLOROS_017665-T2                0  0 o
GLOROS_017665-T3                0  0 o
GLOROS_017666-T1                0  0 o
GLOROS_017667-T1                0  0 i
GLOROS_017668-T1                0  Y n3-14c19/20o
GLOROS_017669-T1                0  0 o
GLOROS_017670-T1                0  0 i
GLOROS_017671-T1                0  0 i
GLOROS_017672-T1                0  0 o
GLOROS_017673-T1                0  0 o
GLOROS_017673-T2                0  0 o
GLOROS_017674-T1                0  0 o
GLOROS_017675-T1                0  0 o
GLOROS_017676-T1                0  0 o
GLOROS_017677-T1                0  Y n6-17c22/23o
GLOROS_017678-T1                0  0 o
GLOROS_017678-T2                0  0 o
GLOROS_017679-T1                0  0 i
GLOROS_017680-T1                0  0 o
GLOROS_017680-T2                0  0 o
GLOROS_017681-T1                0  0 o
GLOROS_017682-T1                0  0 i
GLOROS_017682-T2                0  0 i
GLOROS_017683-T1                0  0 i
GLOROS_017684-T1                3  0 o434-454i466-489o495-512i
GLOROS_017684-T2                0  0 o
GLOROS_017685-T1                0  0 o
GLOROS_017686-T1                0  0 o
GLOROS_017686-T2                0  0 o
GLOROS_017687-T1                0  0 o
GLOROS_017687-T2                0  0 o
GLOROS_017688-T1                0  0 o
GLOROS_017689-T1                0  0 o
GLOROS_017690-T1                0  0 i
GLOROS_017691-T1                0  0 o
GLOROS_017691-T2                0  0 o
GLOROS_017692-T1                0  0 o
GLOROS_017693-T1                0  0 o
GLOROS_017694-T1                0  0 o
GLOROS_017695-T1                0  0 o
GLOROS_017696-T1                0  0 o
GLOROS_017697-T1                0  0 o
GLOROS_017698-T1                0  0 o
GLOROS_017699-T1                0  0 o
GLOROS_017700-T1                0  0 o
GLOROS_017701-T1                0  0 o
GLOROS_017702-T1                0  0 i
GLOROS_017703-T1                0  0 o
GLOROS_017704-T1                0  0 o
GLOROS_017705-T1                0  0 o
GLOROS_017706-T1                0  0 o
GLOROS_017707-T1                0  0 o
GLOROS_017708-T1                0  0 o
GLOROS_017709-T1                0  0 o
GLOROS_017709-T2                0  0 o
GLOROS_017709-T3                0  0 o
GLOROS_017709-T4                0  0 o
GLOROS_017710-T1                0  Y n12-19c24/25o
GLOROS_017710-T2                0  0 i
GLOROS_017710-T3                0  0 i
GLOROS_017711-T1                0  0 i
GLOROS_017712-T1                0  0 o
GLOROS_017713-T1                1  0 i197-219o
GLOROS_017714-T1                0  0 o
GLOROS_017715-T1                0  Y n11-18c23/24o
GLOROS_017716-T1                1  0 o20-44i
GLOROS_017717-T1                0  0 o
GLOROS_017717-T2                0  0 o
GLOROS_017718-T1                0  0 o
GLOROS_017718-T2                0  0 o
GLOROS_017719-T1                0  Y n3-14c19/20o
GLOROS_017719-T2                0  Y n3-14c19/20o
GLOROS_017720-T1                0  0 i
GLOROS_017720-T2                0  0 o
GLOROS_017721-T1                1  0 i62-80o
GLOROS_017722-T1                0  0 o
GLOROS_017723-T1                0  0 o
GLOROS_017723-T2                0  0 o
GLOROS_017723-T3                0  0 o
GLOROS_017724-T1                0  0 o
GLOROS_017724-T2                0  0 o
GLOROS_017724-T3                0  0 o
GLOROS_017725-T1                0  Y n4-15c23/24o
GLOROS_017726-T1                0  0 o
GLOROS_017727-T1                0  0 o
GLOROS_017727-T2                0  0 o
GLOROS_017728-T1                0  0 i
GLOROS_017729-T1                0  Y n10-21c25/26o
GLOROS_017730-T1                0  0 o
GLOROS_017731-T1                0  0 i
GLOROS_017732-T1                1  0 o49-71i
GLOROS_017733-T1                0  0 o
GLOROS_017734-T1                0  0 o
GLOROS_017735-T1                0  0 o
GLOROS_017736-T1                0  0 o
GLOROS_017737-T1                2  0 o86-110i324-344o
GLOROS_017738-T1                2  0 o17-37i49-66o
GLOROS_017739-T1                1  0 o261-284i
GLOROS_017740-T1                0  0 i
GLOROS_017741-T1                1  0 o12-31i
GLOROS_017742-T1                0  Y n8-19c24/25o
GLOROS_017743-T1                0  0 o
GLOROS_017744-T1                0  Y n4-11c19/20o
GLOROS_017745-T1                0  0 o
GLOROS_017746-T1                0  0 o
GLOROS_017747-T1                0  0 o
GLOROS_017748-T1                0  0 o
GLOROS_017748-T2                1  0 i163-182o
GLOROS_017749-T1                0  0 o
GLOROS_017749-T2                0  0 o
GLOROS_017750-T1                0  0 o
GLOROS_017751-T1                0  0 o
GLOROS_017752-T1                0  0 o
GLOROS_017753-T1                0  0 o
GLOROS_017754-T1                1  Y n3-14c20/21o30-47i
GLOROS_017755-T1                0  0 o
GLOROS_017756-T1                0  0 o
GLOROS_017757-T1                0  0 o
GLOROS_017758-T1                0  Y n5-20c24/25o
GLOROS_017759-T1                0  0 o
GLOROS_017760-T1                0  0 o
GLOROS_017761-T1                0  0 i
GLOROS_017762-T1                0  Y n15-27c36/37o
GLOROS_017763-T1                0  0 o
GLOROS_017764-T1                1  0 o260-282i
GLOROS_017765-T1                1  0 o91-112i
GLOROS_017766-T1                1  0 o77-96i
GLOROS_017767-T1                0  0 o
GLOROS_017768-T1                0  0 o
GLOROS_017769-T1                0  0 o
GLOROS_017770-T1                0  0 o
GLOROS_017771-T1                2  Y n2-9c13/14o118-139i151-168o
GLOROS_017772-T1                0  0 o
GLOROS_017773-T1                0  Y n4-19c25/26o
GLOROS_017774-T1                0  0 i
GLOROS_017775-T1                0  0 o
GLOROS_017776-T1                0  0 o
GLOROS_017777-T1                0  0 i
GLOROS_017778-T1                0  0 o
GLOROS_017779-T1                0  0 o
GLOROS_017780-T1                0  0 i
GLOROS_017781-T1                0  0 o
GLOROS_017782-T1                0  0 o
GLOROS_017783-T1                0  0 o
GLOROS_017784-T1                0  0 o
GLOROS_017784-T2                0  0 o
GLOROS_017785-T1                0  0 o
GLOROS_017785-T2                0  0 o
GLOROS_017786-T1                0  0 o
GLOROS_017787-T1                0  0 i
GLOROS_017788-T1                0  0 o
GLOROS_017789-T1                0  0 o
GLOROS_017790-T1                0  0 o
GLOROS_017791-T1                0  0 i
GLOROS_017792-T1                0  0 o
GLOROS_017792-T2                0  0 o
GLOROS_017792-T3                0  0 o
GLOROS_017793-T1                0  0 o
GLOROS_017794-T1                0  0 o
GLOROS_017794-T2                0  0 o
GLOROS_017795-T1                0  0 o
GLOROS_017796-T1                0  0 o
GLOROS_017796-T2                0  0 o
GLOROS_017797-T1                0  0 o
GLOROS_017798-T1                0  0 o
GLOROS_017799-T1                1  0 o12-32i
GLOROS_017799-T2                1  0 o12-32i
GLOROS_017800-T1                0  Y n3-11c17/18o
GLOROS_017801-T1                0  Y n2-13c21/22o
GLOROS_017801-T2                0  Y n2-13c21/22o
GLOROS_017802-T1                0  0 i
GLOROS_017802-T2                0  0 o
GLOROS_017803-T1                0  0 o
GLOROS_017804-T1                0  0 o
GLOROS_017805-T1                0  0 o
GLOROS_017805-T2                0  0 i
GLOROS_017806-T1                0  0 o
GLOROS_017806-T2                0  0 o
GLOROS_017807-T1                0  0 o
GLOROS_017808-T1                0  0 o
GLOROS_017809-T1                0  0 o
GLOROS_017810-T1                0  0 o
GLOROS_017811-T1                0  0 o
GLOROS_017811-T2                0  0 o
GLOROS_017812-T1                0  0 o
GLOROS_017813-T1                0  0 o
GLOROS_017814-T1                0  0 o
GLOROS_017815-T1                0  Y n5-20c24/25o
GLOROS_017816-T1                0  0 o
GLOROS_017817-T1                0  0 o
GLOROS_017818-T1                0  0 o
GLOROS_017819-T1                0  0 o
GLOROS_017819-T2                0  0 o
GLOROS_017820-T1                0  0 o
GLOROS_017821-T1                0  0 o
GLOROS_017822-T1                0  0 o
GLOROS_017823-T1                0  Y n3-10c18/19o
GLOROS_017824-T1                3  0 o6-23i82-101o148-169i
GLOROS_017825-T1                0  Y n9-18c27/28o
GLOROS_017826-T1                0  Y n6-16c23/24o
GLOROS_017826-T2                0  Y n6-16c23/24o
GLOROS_017827-T1                0  0 o
GLOROS_017828-T1                0  0 o
GLOROS_017829-T1                0  0 o
GLOROS_017830-T1                0  Y n5-20c24/25o
GLOROS_017830-T2                0  Y n5-20c24/25o
GLOROS_017831-T1                0  0 o
GLOROS_017832-T1                0  0 o
GLOROS_017833-T1                0  0 o
GLOROS_017833-T2                0  0 o
GLOROS_017834-T1                0  0 o
GLOROS_017835-T1                0  0 o
GLOROS_017836-T1                0  Y n5-20c24/25o
GLOROS_017837-T1                0  0 o
GLOROS_017838-T1                0  0 o
GLOROS_017839-T1                0  0 o
GLOROS_017840-T1                1  0 o6-26i
GLOROS_017841-T1                0  0 o
GLOROS_017842-T1                0  0 o
GLOROS_017843-T1                0  0 o
GLOROS_017843-T2                0  0 o
GLOROS_017844-T1                0  0 i
GLOROS_017845-T1                0  0 o
GLOROS_017846-T1                0  0 o
GLOROS_017847-T1                0  0 o
GLOROS_017848-T1                2  0 i74-94o106-125i
GLOROS_017849-T1                0  0 o
GLOROS_017850-T1                0  0 i
GLOROS_017851-T1                0  0 o
GLOROS_017852-T1                0  0 o
GLOROS_017853-T1                0  0 o
GLOROS_017854-T1                0  0 o
GLOROS_017855-T1                0  0 o
GLOROS_017856-T1                0  0 o
GLOROS_017857-T1                0  0 o
GLOROS_017858-T1                0  0 o
GLOROS_017859-T1                0  0 o
GLOROS_017860-T1                0  0 i
GLOROS_017861-T1                0  0 o
GLOROS_017862-T1                0  0 o
GLOROS_017863-T1                0  0 o
GLOROS_017864-T1                0  0 o
GLOROS_017865-T1                1  0 i100-118o
GLOROS_017866-T1                0  0 o
GLOROS_017867-T1                0  0 i
GLOROS_017868-T1                0  0 o
GLOROS_017869-T1                0  Y n5-12c16/17o
GLOROS_017870-T1                1  0 i138-160o
GLOROS_017871-T1                1  0 o54-73i
GLOROS_017872-T1                0  0 o
GLOROS_017873-T1                0  0 o
GLOROS_017874-T1                0  0 o
GLOROS_017875-T1                0  Y n3-13c20/21o
GLOROS_017876-T1                0  0 o
GLOROS_017877-T1                0  0 o
GLOROS_017878-T1                0  0 o
GLOROS_017879-T1                0  0 o
GLOROS_017879-T2                0  0 o
GLOROS_017880-T1                0  0 i
GLOROS_017881-T1                0  Y n2-12c17/18o
GLOROS_017882-T1                0  0 o
GLOROS_017882-T2                0  0 o
GLOROS_017883-T1                0  0 o
GLOROS_017883-T2                1  0 o122-139i
GLOROS_017884-T1                0  0 o
GLOROS_017885-T1                0  0 o
GLOROS_017886-T1                0  0 o
GLOROS_017887-T1                1  0 o254-275i
GLOROS_017888-T1                0  0 o
GLOROS_017889-T1                0  0 o
GLOROS_017890-T1                0  0 i
GLOROS_017891-T1                0  0 o
GLOROS_017892-T1                0  0 o
GLOROS_017893-T1                0  0 o
GLOROS_017894-T1                0  0 o
GLOROS_017895-T1                0  0 i
GLOROS_017896-T1                0  0 i
GLOROS_017897-T1                0  0 i
GLOROS_017897-T2                0  0 i
GLOROS_017898-T1                0  0 o
GLOROS_017899-T1                0  0 o
GLOROS_017900-T1                0  0 o
GLOROS_017900-T2                0  0 o
GLOROS_017900-T3                0  0 o
GLOROS_017901-T1                0  0 o
GLOROS_017902-T1                0  0 o
GLOROS_017903-T1                0  0 o
GLOROS_017904-T1                0  0 o
GLOROS_017904-T2                0  0 o
GLOROS_017905-T1                0  0 i
GLOROS_017906-T1                0  0 o
GLOROS_017906-T2                0  0 o
GLOROS_017907-T1                0  0 o
GLOROS_017908-T1                0  0 o
GLOROS_017909-T1                0  0 o
GLOROS_017910-T1                0  0 o
GLOROS_017911-T1                0  0 o
GLOROS_017912-T1                2  0 i24-47o87-105i
GLOROS_017913-T1                0  0 o
GLOROS_017914-T1                0  0 o
GLOROS_017915-T1                1  0 i21-46o
GLOROS_017916-T1                5  0 o12-36i261-283o289-310i322-340o477-497i
GLOROS_017917-T1                0  0 o
GLOROS_017917-T2                0  0 o
GLOROS_017918-T1                2  0 i12-32o66-84i
GLOROS_017919-T1                0  0 o
GLOROS_017920-T1                0  0 o
GLOROS_017920-T2                0  0 o
GLOROS_017921-T1                0  Y n8-19c24/25o
GLOROS_017922-T1                0  0 o
GLOROS_017923-T1                0  0 o
GLOROS_017924-T1                0  0 o
GLOROS_017924-T2                0  0 o
GLOROS_017925-T1                0  Y n4-15c20/21o
GLOROS_017926-T1                3  0 o6-26i38-57o77-98i
GLOROS_017927-T1                0  0 o
GLOROS_017928-T1                0  0 o
GLOROS_017929-T1                0  0 o
GLOROS_017930-T1                1  Y n4-15c19/20o213-237i
GLOROS_017931-T1                0  0 o
GLOROS_017932-T1                0  0 o
GLOROS_017933-T1                0  Y n4-15c20/21o
GLOROS_017934-T1                0  0 o
GLOROS_017935-T1                0  0 o
GLOROS_017936-T1                1  0 o32-51i
GLOROS_017937-T1                0  0 o
GLOROS_017938-T1                1  0 o140-160i
GLOROS_017939-T1                0  0 i
GLOROS_017940-T1                0  0 o
GLOROS_017941-T1                0  0 o
GLOROS_017942-T1                0  0 o
GLOROS_017943-T1                0  0 o
GLOROS_017944-T1                0  0 i
GLOROS_017945-T1                0  0 o
GLOROS_017946-T1                0  0 o
GLOROS_017947-T1                0  0 o
GLOROS_017948-T1                0  0 o
GLOROS_017949-T1                0  0 o
GLOROS_017950-T1                0  0 o
GLOROS_017951-T1                0  0 o
GLOROS_017952-T1                0  Y n4-19c23/24o
GLOROS_017952-T2                0  0 o
GLOROS_017953-T1                0  0 o
GLOROS_017953-T2                0  0 o
GLOROS_017954-T1                0  0 o
GLOROS_017955-T1                0  0 o
GLOROS_017956-T1                0  0 o
GLOROS_017957-T1                0  0 o
GLOROS_017958-T1                0  0 o
GLOROS_017959-T1                0  0 o
GLOROS_017960-T1                0  0 o
